Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,
127 Hooper Ave,127 Hooper Ave,Bay Terrace,Staten Island,"$848,000",$336,6,3,2,1.75,2,,"2,522",,$622,$623,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,182,10/08/2020,01/31/2020,"$950,000","$899,000",07/31/2020,"$848,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120700149001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10306,26' x 48.5',"7,245 SF / 69' x 105'","Common Outdoor Space
Private Outdoor Space",1960,,2,,
33 W Cedarview Ave,33 W Cedarview Ave,Richmond Town,Staten Island,"$740,000",$678,5,3,2,1.75,2,,"1,092",,$557,$557,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,36,10/13/2020,06/22/2020,"$799,000","$799,000",07/28/2020,"$740,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021012500505001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10306,26' x 46',"4,475 SF / 44.75' x 100'",,1955,,1,,
701 Bard Ave,701 Bard Ave,West Brighton,Staten Island,"$632,000",$357,7,3,3,2.5,2,1,"1,772",,$532,$532,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,15,10/22/2020,07/27/2020,"$620,000","$620,000",08/11/2020,"$632,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111800941001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10310,18' x 36',"2,525 SF / 25' x 101'",,1930,,1,,
104 Lorraine Loop,104 Lorraine Loop,Rossville,Staten Island,"$468,000",$298,6,3,2,1.75,2,,"1,570",$75,$405,$330,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,59,10/12/2020,05/06/2020,"$489,900","$489,900",07/16/2020,"$468,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112300391001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10309,13.67' x 40',"1,062 SF / 13.67' x 77.75'","Balcony
Private Yard
Private Outdoor Space",1992,,1,,
49 Francesca Ln,49 Francesca Ln,Graniteville,Staten Island,"$365,000",$372,5,2,2,1.5,1,1,980,$144,$426,$283,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,38,10/19/2020,06/10/2020,"$375,000","$375,000",07/17/2020,"$365,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111700401001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10303,15' x 36',"1,230 SF / 15' x 82'",Private Outdoor Space,1988,,1,,
75 Windom Ave,75 Windom Ave,South Beach,Staten Island,"$240,000",$476,,,,,,,504,,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$240,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600640001"" target=""_blank"">Public Record Only</a>",10/08/2020,,,10305,14' x 27',"1,000 SF / 20' x 50'",,1925,,1,,
"162 Bard Ave, Unit 1A",162 Bard Ave,Livingston,Staten Island,"$200,000",$308,,1,,1,1,,650,$540,$540,,Co-op,,Co-op,Sold,,,,,,,"$200,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020101500859001"" target=""_blank"">Public Record Only</a>",10/08/2020,,,10310,,,,,,,,
107 Burke Ave,107 Burke Ave,Travis-Chelsea,Staten Island,"$641,497",$428,7,3,4,3,3,1,"1,500",,$500,$500,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,523,10/08/2020,02/22/2019,"$659,900","$649,000",07/29/2020,"$641,497","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200650001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10314,18' x 26',"5,400 SF / 54' x 100'","Deck
Private Outdoor Space",1901,,1,,
"48 Debbie St, Unit 10B",48 Debbie St,Bulls Head,Staten Island,"$412,000",$290,7,2,2,1.5,1,1,"1,421",$276,$600,$324,Residential/Condo,Single Family - Attached,Townhouse/Condo,Sold,110,10/09/2020,04/18/2020,"$435,000","$435,000",08/06/2020,"$412,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111601431001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10314,,,Private Outdoor Space,,,,,
247 Liberty Ave,247 Liberty Ave,Dongan Hills,Staten Island,"$925,000",$430,8,4,3,2.5,2,1,"2,152",,$612,$613,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,30,10/12/2020,05/27/2020,"$939,888","$939,888",06/26/2020,"$925,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000365001"" target=""_blank"">Verified by Public Record</a>",10/08/2020,,,10305,23' x 46',"3,750 SF / 37.5' x 100'","Private Yard
Private Outdoor Space",1999,,2,,
161 Nicholas Ave,161 Nicholas Ave,Port Richmond,Staten Island,"$650,000",$361,5,6,2,2,2,,"1,800",,$323,$323,Residential/House/Building,Three Family/All Multi Family/Two Family - Detached,Townhouse/Multi Family,Sold,182,10/08/2020,10/25/2019,"$659,000","$649,000",04/24/2020,"$650,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111601452001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10302,18' x 38',"3,536 SF / 34' x 104'",,1910,,3,,
354 Hamden Ave,354 Hamden Ave,Midland Beach,Staten Island,"$575,000",$486,10,3,3,2.5,2,1,"1,184",,$353,$354,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,48,10/08/2020,05/14/2020,"$594,999","$594,999",07/01/2020,"$575,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600476001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10306,16' x 37',"2,516 SF / 25.42' x 99'","Deck
Private Outdoor Space",1970,,1,,
368 Ridgewood Ave,368 Ridgewood Ave,Eltingville,Staten Island,"$520,000",$389,7,3,2,1.5,1,1,"1,336",,$419,$419,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,127,07/14/2020,03/05/2020,"$549,000","$549,000",07/10/2020,"$520,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120200342001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10312,20' x 27',"3,800 SF / 40' x 95'","Deck
Private Outdoor Space",1925,,1,,
"36 Bunnell Ct, Unit A",36 Bunnell Ct,Huguenot,Staten Island,"$400,000",$325,4,3,2,1.75,2,,"1,232",$225,$511,$287,Residential,Single Family - Attached,Single Family/Townhouse,Sold,324,10/10/2020,09/16/2019,"$479,900","$468,800",08/05/2020,"$400,000",Unverified,10/07/2020,,,10312,22' x 28',880 SF / 22' x 40',Private Outdoor Space,1986,,1,,
36A Bunnell Ct,36a Bunnell Ct,Huguenot,Staten Island,"$400,000",$325,,,,,,,"1,232",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$400,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111701075001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10312,22' x 28',880 SF / 22' x 40',,1986,,1,,
1609 Castleton Ave,1609 Castleton Ave,Port Richmond,Staten Island,"$500,000",$251,,6,,2,2,,"1,996",,$156,$156,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$500,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600655001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10302,18' x 42',"2,500 SF / 25' x 100'",,1899,,2,,
39 Thornycroft Ave,39 Thornycroft Ave,Eltingville,Staten Island,"$572,000",$397,6,3,2,1.5,1,1,"1,440",,$373,$373,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,38,10/10/2020,05/31/2020,"$598,000","$598,000",07/08/2020,"$572,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900181001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10312,18' x 39',"3,060 SF / 36' x 85'","Private Outdoor Space
Front Yard",1975,,1,,
1051 N Railroad Ave,1051 N Railroad Ave,Grant City,Staten Island,"$875,000",$398,6,3,2,1.5,2,,"2,200",,$479,$480,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Multi-Family,Townhouse/Multi Family,Sold,37,10/08/2020,04/30/2020,"$899,000","$899,000",07/06/2020,"$875,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900636001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10306,20' x 42',"5,200 SF / 52' x 100'",Private Outdoor Space,1901,,1,,
117 Bathgate St,117 Bathgate St,Eltingville,Staten Island,"$760,000",$377,7,3,2,1.5,1,1,"2,016",,$636,$636,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,57,10/07/2020,06/15/2020,"$799,999","$799,999",08/11/2020,"$760,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111700761001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10312,40' x 37',"5,700 SF / 60' x 95'","Deck
Private Outdoor Space",1980,,1,,
978 Nugent Ave,978 Nugent Ave,Midland Beach,Staten Island,"$520,000",$433,4,2,3,2.25,2,1,"1,200",,$317,$318,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,19,01/15/2021,07/24/2020,"$529,000","$529,000",08/12/2020,"$520,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112301241001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10306,13' x 40',"1,300 SF / 13' x 100'","Balcony
Fence",2003,,1,,
87 Pacific Ave,87 Pacific Ave,Eltingville,Staten Island,"$620,000",$369,,,,,,,"1,680",,$467,$468,MultiFamily/House/Building,All Multi Family/Two Family/Other,Townhouse/Multi Family,Sold,135,07/18/2020,03/05/2020,"$669,900","$669,900",,"$620,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020113000576001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10312,25' x 50.33',"5,400 SF / 60' x 90'",,1970,,2,,
87 Pacific Ave,87 Pacific Ave,Eltingville,Staten Island,"$620,000",$369,8,4,2,2,2,,"1,680",,$585,$586,Residential/House/Building/Multi Family,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,65,10/26/2020,07/21/2020,"$659,900","$659,900",09/24/2020,"$620,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020113000576001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10312,25' x 50.33',"5,400 SF / 60' x 90'",,1970,,2,,
"100 Colfax Ave, Unit 4Y",100 Colfax Ave,Grant City,Staten Island,"$280,000",$280,4,2,1,1,1,,"1,000",$530,$782,$252,Residential/Condo,Condo/Apartment,Condo,Sold,60,10/08/2020,06/01/2020,"$298,800","$298,800",07/31/2020,"$280,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111001149001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10306,,,,1961,,159,,
"122 Gateway Dr, Unit CONDO",122 Gateway Dr,Grasmere,Staten Island,"$504,700",$240,,,,,,,"2,106",,,,Condo,,Condo,Sold,,,,,,,"$504,700","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900228001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10304,,,,,,,,
45 Hartford St,45 Hartford St,Great Kills,Staten Island,"$360,000",$450,5,2,1,1,1,,800,,$312,$313,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,245,10/14/2020,12/13/2019,"$439,000","$399,999",08/14/2020,"$360,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111901153001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10308,22' x 40',"3,000 SF / 40' x 75'",Porch,1901,,1,,
1229 Todt Hill Rd,1229 Todt Hill Rd,Todt Hill,Staten Island,"$725,000",$340,,3,,2.5,2,1,"2,132",,$230,$231,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$725,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110600644001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10304,27' x 34',"4,182 SF / 41' x 102'",,1930,,1,,
24 Lyle Ct,24 Lyle Ct,Great Kills,Staten Island,"$560,000",$467,7,3,3,2.25,2,1,"1,200",$12,$498,$486,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,38,10/08/2020,06/23/2020,"$574,900","$574,900",07/31/2020,"$560,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111201159001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10306,15' x 40',"2,013 SF / 20.08' x 100.25'",Private Outdoor Space,1986,,1,,
215 Evergreen St,215 Evergreen St,Great Kills,Staten Island,"$840,000",$350,7,5,4,3.25,3,1,"2,402",,$631,$631,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,27,10/09/2020,07/14/2020,"$949,999","$949,999",08/10/2020,"$840,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111800927001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10308,26' x 52',"3,800 SF / 38' x 100'",Private Outdoor Space,1980,,2,,
165 Greenleaf Ave,165 Greenleaf Ave,Westerleigh,Staten Island,"$520,000",$363,,,,,,,"1,432",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$520,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112400593001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10310,18' x 20',"5,000 SF / 50' x 100'",,1920,,1,,
122 Gateway Dr,Stonegate at Grasmere,Grasmere,Staten Island,"$504,700",$312,6,3,2,1.5,1,1,"1,620",$249,$692,$443,Residential,Single Family - Attached/Single Family,Townhouse/Condo/Single Family,Sold,59,10/08/2020,05/12/2020,"$535,000","$525,000",07/10/2020,"$504,700",Unverified,10/07/2020,,,10304,,,Private Outdoor Space,1980,,,,
61 Liberty Ave,61 Liberty Ave,Dongan Hills,Staten Island,"$505,000",$271,7,2,2,1.5,1,1,"1,864",,$410,$410,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,95,10/07/2020,05/28/2020,"$529,900","$529,900",08/31/2020,"$505,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900248001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10304,20' x 24',"1,260 SF / 30' x 42'","Deck
Private Outdoor Space",1988,,1,,
70 Alter Ave,70 Alter Ave,Dongan Hills,Staten Island,"$715,000",$331,7,3,1,1,1,,"2,160",,$661,$661,Residential/House/Building/Multi Family,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,17,07/13/2020,06/26/2020,"$799,999","$799,999",07/13/2020,"$715,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111201134001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10304,31' x 32',"5,184 SF / 48' x 108'",,1965,,2,,
250 Jerome Ave,250 Jerome Ave,South Beach,Staten Island,"$555,000",$308,,3,,1.5,1,1,"1,800",,$25,$25,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$555,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111700968001"" target=""_blank"">Public Record Only</a>",10/07/2020,,,10305,15' x 60',"2,000 SF / 20' x 100'",,2001,,1,,
12 Tuttle St,12 Tuttle St,Westerleigh,Staten Island,"$890,000",$393,7,3,2,1.75,2,,"2,266",,$548,$548,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,22,10/14/2020,06/28/2020,"$899,000","$899,000",07/20/2020,"$890,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112300987001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10314,27' x 48',"4,600 SF / 40' x 115'","Deck
Private Outdoor Space",1970,,2,,
54 Sideview Ave,54 Sideview Ave,Bulls Head,Staten Island,"$849,000",$387,10,4,3,2.25,3,,"2,192",,$541,$541,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,42,10/08/2020,06/01/2020,"$849,900","$849,900",07/13/2020,"$849,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111600616001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10314,20' x 32',"4,000 SF / 40' x 100'",,1985,,2,,
187 Merrill Ave,187 Merrill Ave,Bulls Head,Staten Island,"$765,000",$372,7,3,2,1.75,2,,"2,056",,$646,$647,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,241,10/07/2020,11/25/2019,"$829,900","$829,900",07/23/2020,"$765,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120800775001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10314,27' x 48',"4,600 SF / 40' x 115'",,1970,,2,,
62 Farraday St,62 Farraday St,Graniteville,Staten Island,"$820,000",$305,7,4,3,2.5,2,1,"2,688",,$694,$694,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,38,10/13/2020,06/08/2020,"$849,000","$849,000",07/16/2020,"$820,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111900246001"" target=""_blank"">Verified by Public Record</a>",10/07/2020,,,10314,48' x 28',"6,745 SF / 60' x 112.42'","Deck
Private Outdoor Space",1993,,1,,
437 Northfield Ave,437 Northfield Ave,Staten Island,Staten Island,"$385,000",$404,6,3,2,1.75,2,,954,,$221,$221,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,29,10/06/2020,06/24/2020,"$390,000","$390,000",07/23/2020,"$385,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110400269001"" target=""_blank"">Verified by Public Record</a>",10/06/2020,,,10303,18' x 32',"3,069 SF / 33' x 93'",,1920,,1,,
41 Deborah Loop,41 Deborah Loop,Annadale,Staten Island,"$499,998",$417,6,3,3,2.25,2,1,"1,200",$41,$441,$400,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,57,10/06/2020,06/04/2020,"$529,900","$529,900",07/31/2020,"$499,998","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111800925001"" target=""_blank"">Verified by Public Record</a>",10/06/2020,,,10312,15' x 40',"1,275 SF / 15' x 85'",Private Outdoor Space,1993,,1,,
"33 Winding Woods Loop, Unit 7",33 Winding Woods Loop,Tottenville,Staten Island,"$390,000",$297,5,2,1,1,1,,"1,314",$240,$494,$255,Residential/Condo,Single Family - Attached,Townhouse/Condo/Single Family,Sold,21,10/06/2020,06/24/2020,"$399,888","$399,888",07/15/2020,"$390,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111000346001"" target=""_blank"">Verified by Public Record</a>",10/06/2020,,,10307,,,"Common Outdoor Space
Private Outdoor Space",,,,,
260 Delmar Ave,260 Delmar Ave,Huguenot,Staten Island,"$585,000",$508,6,3,2,1.5,1,1,"1,152",,$525,$526,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,177,10/13/2020,02/05/2020,"$599,999","$599,999",07/31/2020,"$585,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020110200918001"" target=""_blank"">Verified by Public Record</a>",10/06/2020,,,10312,27' x 47',"4,000 SF / 40' x 100'",,1970,,1,,
50 Venus Pl,50 Venus Pl,Huguenot,Staten Island,"$1,200,000",$355,8,4,4,3.5,3,1,"3,385",,"$1,027","$1,027",Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,71,10/29/2020,05/11/2020,"$1,249,999","$1,249,999",07/21/2020,"$1,200,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020111200707001"" target=""_blank"">Verified by Public Record</a>",10/06/2020,,,10312,50' x 30',"10,179 SF / 87' x 117'",Private Outdoor Space,1986,,2,,
